id_tx,id_cliente,fecha,ciudad,categoria,monto
2469,294,2025-08-05,Bogota,juguetes,64.7
2470,299,2025-01-10,Bogota,electronica,47.38
2471,237,2025-01-13,Cali,hogar,148.59
2472,328,2025-09-15,Bogota,electronica,996.95
2473,123,2025-04-11,Medellin,ropa,16.66
2474,138,2025-05-20,Medellin,electronica,319.48
2475,300,2025-03-23,Cali,electronica,368.51
2476,303,2025-03-26,Medellin,mercado,20.98
2477,349,2025-05-01,Barranquilla,ropa,188.32
2478,257,2025-11-01,Pereira,libros,87.55
2479,89,2025-08-20,Medellin,ropa,13.94
2480,178,2025-08-10,Medellin,ropa,19.81
2481,398,2025-03-22,Barranquilla,hogar,48.81
2482,27,2025-11-07,Pereira,libros,55.99
2483,322,2025-03-08,Barranquilla,hogar,65.76
2484,68,2025-07-06,Cartagena,juguetes,10.9
2485,365,2025-06-05,Medellin,electronica,121.35
2486,327,2025-01-07,Pereira,ropa,81.56
2487,124,2025-10-19,Barranquilla,ropa,125.4
2488,381,2025-05-11,Cali,ropa,67.59
2489,5,2025-03-25,Bogota,electronica,399.51
2490,40,2025-06-20,Medellin,libros,151.26
2491,223,2025-02-17,Medellin,mercado,14.72
2492,332,2025-01-03,Bogota,mercado,53.93
2493,90,2025-04-17,Cartagena,hogar,139.8
2494,122,2025-01-27,Medellin,electronica,444.11
2495,339,2025-01-02,Bogota,electronica,77.21
2496,269,2025-09-27,Barranquilla,electronica,87.88
2497,298,2025-03-06,Pereira,ropa,5.87
2498,139,2025-05-08,Barranquilla,mercado,83.13
2499,155,2025-09-11,Cali,electronica,588.69
2500,112,2025-05-15,Medellin,hogar,143.85
2501,76,2025-04-13,Medellin,deportes,113.23
2502,273,2025-09-19,Bogota,libros,40.47
2503,108,2025-10-15,Medellin,libros,21.32
2504,142,2025-07-23,Bogota,mercado,40.06
2505,339,2025-05-19,Bogota,hogar,351.96
2506,367,2025-05-26,Bogota,ropa,108.53
2507,95,2025-03-21,Bucaramanga,mercado,43.33
2508,375,2025-08-23,Bogota,deportes,522.08
2509,61,2025-03-20,Barranquilla,electronica,60.21
2510,84,2025-07-13,Bogota,electronica,499.86
2511,197,2025-02-12,Medellin,mercado,17.19
2512,218,2025-05-15,Pereira,mercado,32.33
2513,313,2025-05-06,Barranquilla,hogar,76.7
2514,308,2025-10-15,Medellin,hogar,104.98
2515,211,2025-11-11,Bucaramanga,deportes,108.94
2516,107,2025-11-08,Medellin,deportes,52.17
2517,366,2025-11-20,Bogota,hogar,141.46
2518,161,2025-02-21,Cali,electronica,47.68
2519,75,2025-02-28,Cali,mercado,51.65
2520,393,2025-12-27,Medellin,ropa,145.19
2521,25,2025-09-26,Bogota,mercado,28.94
2522,94,2025-10-26,Medellin,electronica,200.93
2523,67,2025-02-25,Medellin,libros,14.81
2524,153,2025-01-15,Medellin,ropa,35.76
2525,65,2025-01-21,Medellin,electronica,506.92
2526,202,2025-11-23,Cali,ropa,66.39
2527,345,2025-04-23,Bogota,electronica,42.37
2528,311,2025-10-20,Medellin,ropa,140.75
2529,319,2025-08-03,Medellin,deportes,39.68
2530,189,2025-09-09,Bogota,mercado,9.47
2531,119,2025-02-24,Bogota,mercado,29.84
2532,355,2025-11-08,Medellin,electronica,119.62
2533,179,2025-06-04,Medellin,juguetes,55.36
2534,164,2025-06-20,Medellin,libros,20.55
2535,321,2025-07-26,Bogota,electronica,302.62
2536,337,2025-10-12,Bogota,mercado,138.14
2537,161,2025-11-05,Bogota,electronica,40.43
2538,13,2025-09-20,Medellin,hogar,274.9
2539,18,2025-10-06,Cartagena,ropa,9.6
2540,98,2025-03-07,Medellin,ropa,141.16
2541,281,2025-10-22,Medellin,ropa,222.01
2542,200,2025-09-07,Bogota,electronica,163.2
2543,297,2025-03-13,Medellin,deportes,15.32
2544,118,2025-05-26,Bogota,ropa,178.48
2545,287,2025-08-15,Medellin,electronica,376.51
2546,47,2025-01-12,Cali,mercado,10.41
2547,83,2025-05-01,Medellin,ropa,42.25
2548,359,2025-03-25,Medellin,electronica,325.73
2549,258,2025-07-12,Medellin,electronica,479.98
2550,282,2025-03-06,Cali,ropa,310.8
2551,167,2025-04-19,Bogota,juguetes,60.42
2552,206,2025-08-20,Barranquilla,electronica,58.2
2553,153,2025-09-22,Bogota,mercado,104.58
2554,375,2025-08-03,Medellin,mercado,59.52
2555,118,2025-12-22,Medellin,electronica,538.01
2556,221,2025-06-28,Barranquilla,electronica,562.8
2557,326,2025-08-06,Barranquilla,mercado,147.14
2558,336,2025-11-04,Pereira,hogar,30.23
2559,210,2025-12-22,Medellin,mercado,23.47
2560,193,2025-12-25,Pereira,mercado,70.48
2561,389,2025-12-09,Medellin,juguetes,19.58
2562,175,2025-02-28,Bogota,ropa,43.03
2563,117,2025-08-06,Medellin,ropa,240.97
2564,46,2025-12-19,Barranquilla,deportes,39.01
2565,303,2025-05-06,Medellin,electronica,376.23
2566,374,2025-06-17,Medellin,hogar,8.69
2567,64,2025-04-16,Bogota,hogar,290.16
2568,71,2025-05-17,Bogota,hogar,132.6
2569,72,2025-08-28,Pereira,hogar,68.33
2570,220,2025-05-17,Cali,hogar,44.31
2571,71,2025-09-25,Cali,hogar,51.57
2572,234,2025-01-07,Bogota,ropa,188.19
2573,281,2025-01-27,Cartagena,mercado,100.09
2574,379,2025-12-09,Medellin,hogar,95.08
2575,33,2025-11-22,Bogota,juguetes,13.06
2576,204,2025-02-27,Bogota,ropa,61.79
2577,118,2025-06-26,Bogota,ropa,111.98
2578,195,2025-11-24,Medellin,deportes,54.96
2579,394,2025-06-11,Cali,deportes,130.77
2580,370,2025-11-21,Bogota,hogar,9.64
2581,272,2025-11-26,Bogota,mercado,14.84
2582,357,2025-08-16,Bogota,mercado,95.26
2583,118,2025-05-25,Cali,ropa,29.96
2584,292,2025-01-22,Medellin,mercado,71.01
2585,300,2025-06-24,Barranquilla,electronica,167.95
2586,33,2025-11-08,Barranquilla,electronica,260.1
2587,318,2025-11-23,Cali,mercado,76.55
2588,355,2025-11-01,Medellin,electronica,431.2
2589,190,2025-11-28,Bogota,ropa,116.55
2590,47,2025-02-14,Barranquilla,juguetes,31.61
2591,207,2025-05-07,Cali,ropa,133.9
2592,107,2025-10-13,Bogota,mercado,100.76
2593,36,2025-02-24,Barranquilla,electronica,575.71
2594,289,2025-03-16,Medellin,ropa,134.47
2595,149,2025-06-21,Bucaramanga,mercado,32.4
2596,375,2025-07-16,Bucaramanga,juguetes,31.87
2597,165,2025-07-08,Medellin,mercado,323.18
2598,301,2025-07-14,Medellin,libros,62.83
2599,78,2025-03-08,Bogota,ropa,106.11
2600,227,2025-10-05,Medellin,electronica,122.16
2601,300,2025-07-10,Medellin,hogar,315.91
2602,231,2025-11-23,Medellin,deportes,130.47
2603,89,2025-01-25,Medellin,mercado,35.69
2604,300,2025-02-11,Barranquilla,hogar,276.94
2605,130,2025-12-09,Bogota,hogar,17.76
2606,220,2025-12-23,Bogota,electronica,439.62
2607,300,2025-01-06,Cali,electronica,59.48
2608,133,2025-03-20,Medellin,deportes,44.65
2609,265,2025-06-04,Bogota,electronica,46.94
2610,365,2025-03-01,Medellin,ropa,53.62
2611,214,2025-04-16,Bogota,hogar,66.01
2612,225,2025-07-28,Bogota,juguetes,33.7
2613,150,2025-04-28,Bucaramanga,hogar,69.36
2614,163,2025-12-28,Cartagena,hogar,85.11
2615,365,2025-11-15,Cartagena,electronica,143.62
2616,123,2025-10-27,Cali,juguetes,55.2
2617,192,2025-05-12,Barranquilla,libros,27.39
2618,80,2025-02-28,Bogota,electronica,135.24
2619,282,2025-11-27,Medellin,electronica,189.53
2620,140,2025-05-19,Medellin,hogar,428.73
2621,208,2025-12-23,Bucaramanga,electronica,148.47
2622,103,2025-08-07,Bogota,hogar,45.89
2623,309,2025-04-23,Bogota,libros,54.88
2624,224,2025-02-10,Cartagena,juguetes,154.91
2625,209,2025-06-24,Cali,ropa,28.61
2626,377,2025-05-15,Medellin,libros,23.11
2627,196,2025-11-05,Barranquilla,ropa,18.5
2628,144,2025-06-06,Cali,electronica,575.88
2629,198,2025-04-22,Bogota,electronica,328.97
2630,185,2025-10-22,Medellin,ropa,123.22
2631,102,2025-09-12,Barranquilla,electronica,132.9
2632,283,2025-10-21,Bogota,hogar,55.34
2633,250,2025-12-18,Medellin,electronica,155.87
2634,294,2025-07-04,Bogota,electronica,500.87
2635,132,2025-09-09,Cali,juguetes,140.86
2636,117,2025-04-05,Medellin,mercado,150.42
2637,243,2025-02-27,Barranquilla,hogar,51.41
2638,389,2025-06-28,Medellin,ropa,54.26
2639,299,2025-01-03,Barranquilla,juguetes,138.99
2640,379,2025-04-09,Bogota,hogar,5.37
2641,202,2025-09-12,Medellin,hogar,54.03
2642,1,2025-01-23,Bogota,hogar,202.83
2643,299,2025-06-04,Bogota,electronica,36.76
2644,243,2025-07-13,Bucaramanga,juguetes,192.69
2645,58,2025-12-15,Medellin,ropa,35.18
2646,74,2025-01-03,Cali,ropa,25.12
2647,128,2025-11-01,Barranquilla,electronica,280.13
2648,274,2025-06-23,Bogota,juguetes,79.42
2649,276,2025-08-04,Bucaramanga,ropa,9.5
2650,282,2025-01-21,Bogota,mercado,133.57
2651,11,2025-08-17,Medellin,juguetes,37.05
2652,218,2025-02-21,Medellin,mercado,25.6
2653,188,2025-08-20,Medellin,mercado,23.27
2654,117,2025-12-09,Barranquilla,electronica,339.38
2655,61,2025-12-08,Bucaramanga,hogar,165.29
2656,305,2025-06-18,Cali,hogar,44.68
2657,309,2025-02-13,Medellin,mercado,231.93
2658,126,2025-02-18,Medellin,juguetes,38.87
2659,135,2025-07-15,Cali,hogar,32.56
2660,245,2025-12-27,Medellin,hogar,44.21
2661,399,2025-07-05,Cali,mercado,11.37
2662,64,2025-01-03,Medellin,mercado,218.96
2663,287,2025-08-02,Cali,ropa,61.71
2664,384,2025-05-24,Barranquilla,mercado,21.76
2665,76,2025-09-25,Medellin,ropa,8.21
2666,68,2025-09-20,Bogota,mercado,12.59
2667,244,2025-05-17,Pereira,hogar,106.61
2668,167,2025-07-01,Cali,hogar,40.37
2669,187,2025-11-05,Cali,hogar,200.92
2670,112,2025-11-24,Barranquilla,electronica,934.94
2671,164,2025-11-01,Cali,electronica,883.91
2672,394,2025-07-02,Bogota,electronica,166.21
2673,100,2025-08-22,Medellin,electronica,46.62
2674,308,2025-01-05,Medellin,ropa,136.5
2675,2,2025-01-01,Cali,hogar,25.0
2676,319,2025-07-26,Medellin,hogar,82.77
2677,328,2025-05-17,Bogota,electronica,413.89
2678,164,2025-09-12,Bogota,electronica,395.39
2679,72,2025-07-19,Bogota,electronica,125.22
2680,207,2025-08-03,Cali,ropa,89.28
2681,332,2025-12-24,Medellin,deportes,47.97
2682,384,2025-07-26,Cali,hogar,47.69
2683,94,2025-08-11,Medellin,deportes,38.86
2684,63,2025-06-22,Cali,libros,27.91
2685,236,2025-04-19,Bucaramanga,hogar,242.31
2686,198,2025-10-14,Medellin,mercado,39.57
2687,202,2025-08-26,Medellin,electronica,350.98
2688,252,2025-10-12,Medellin,juguetes,13.62
2689,316,2025-08-01,Pereira,ropa,46.37
2690,262,2025-04-27,Medellin,hogar,136.26
2691,321,2025-05-16,Medellin,electronica,790.13
2692,80,2025-07-06,Bogota,mercado,32.64
2693,138,2025-03-04,Bogota,electronica,138.82
2694,213,2025-10-05,Medellin,electronica,556.24
2695,135,2025-06-05,Bogota,deportes,41.97
2696,248,2025-11-10,Barranquilla,mercado,34.33
2697,294,2025-07-03,Cali,mercado,45.21
2698,283,2025-04-23,Medellin,electronica,542.97
2699,259,2025-11-13,Cali,hogar,247.48
2700,292,2025-03-05,Pereira,juguetes,251.68
2701,140,2025-04-04,Medellin,electronica,170.17
2702,187,2025-04-15,Medellin,mercado,79.59
2703,7,2025-09-27,Medellin,hogar,16.34
2704,170,2025-07-14,Medellin,electronica,181.96
2705,39,2025-01-04,Pereira,libros,34.98
2706,321,2025-06-24,Medellin,ropa,48.44
2707,247,2025-06-16,Barranquilla,mercado,13.26
2708,22,2025-07-09,Bogota,electronica,15.75
2709,313,2025-07-28,Cali,electronica,136.66
2710,42,2025-10-09,Medellin,ropa,45.57
2711,184,2025-08-15,Bogota,mercado,77.76
2712,274,2025-10-20,Medellin,mercado,96.11
2713,248,2025-04-27,Bogota,mercado,90.67
2714,163,2025-09-11,Medellin,electronica,676.36
2715,288,2025-01-15,Pereira,electronica,62.43
2716,273,2025-09-05,Cali,hogar,197.66
2717,289,2025-04-11,Medellin,electronica,22.51
2718,149,2025-02-20,Medellin,mercado,53.8
2719,67,2025-03-02,Cali,electronica,550.37
2720,224,2025-12-13,Bogota,hogar,36.38
2721,383,2025-02-26,Medellin,deportes,29.08
2722,370,2025-03-28,Bogota,hogar,358.69
2723,34,2025-11-13,Bogota,ropa,6.48
2724,86,2025-12-07,Cali,hogar,40.04
2725,190,2025-02-10,Bogota,ropa,139.8
2726,90,2025-06-21,Medellin,hogar,145.41
2727,75,2025-08-20,Medellin,mercado,45.8
2728,105,2025-01-24,Barranquilla,electronica,242.91
2729,357,2025-02-23,Bucaramanga,mercado,114.84
2730,95,2025-02-01,Barranquilla,hogar,177.07
2731,213,2025-08-07,Bogota,ropa,213.19
2732,27,2025-10-25,Bogota,electronica,222.31
2733,298,2025-10-01,Cartagena,mercado,51.6
2734,269,2025-09-01,Medellin,mercado,55.26
2735,173,2025-12-21,Pereira,hogar,169.54
2736,42,2025-08-24,Medellin,electronica,265.75
2737,394,2025-12-20,Cali,mercado,47.38
2738,369,2025-02-08,Medellin,hogar,75.61
2739,105,2025-11-24,Bogota,ropa,185.74
2740,290,2025-06-06,Cartagena,ropa,86.6
2741,4,2025-10-04,Bogota,hogar,69.51
2742,348,2025-08-23,Bogota,electronica,174.14
2743,352,2025-12-22,Medellin,hogar,240.24
2744,124,2025-02-23,Pereira,ropa,183.63
2745,347,2025-11-24,Bogota,ropa,102.11
2746,351,2025-12-01,Bogota,electronica,117.52
2747,47,2025-05-14,Cali,hogar,584.09
2748,194,2025-05-13,Medellin,mercado,16.86
2749,302,2025-04-02,Bogota,electronica,370.12
2750,281,2025-12-17,Pereira,ropa,16.44
2751,241,2025-06-21,Cali,libros,26.29
2752,94,2025-03-03,Cali,mercado,34.51
2753,341,2025-08-27,Bogota,electronica,458.39
2754,326,2025-02-02,Bogota,hogar,16.36
2755,245,2025-09-20,Bogota,electronica,48.24
2756,252,2025-07-20,Bucaramanga,electronica,82.29
2757,336,2025-05-27,Medellin,electronica,5.08
2758,258,2025-04-03,Cartagena,ropa,56.56
2759,43,2025-11-17,Bogota,hogar,128.84
2760,252,2025-12-19,Medellin,libros,24.4
2761,40,2025-04-22,Medellin,mercado,74.6
2762,351,2025-10-10,Barranquilla,hogar,12.81
2763,126,2025-12-20,Bogota,ropa,142.37
2764,278,2025-07-21,Cali,hogar,43.55
2765,18,2025-06-13,Cartagena,libros,11.05
2766,194,2025-12-25,Bucaramanga,deportes,80.82
2767,176,2025-12-19,Bogota,mercado,24.12
2768,33,2025-10-21,Bogota,electronica,66.88
2769,289,2025-01-13,Medellin,juguetes,14.71
2770,260,2025-12-19,Medellin,ropa,90.89
2771,161,2025-12-15,Medellin,mercado,45.39
2772,367,2025-09-10,Bucaramanga,electronica,377.97
2773,115,2025-07-16,Medellin,libros,80.73
2774,17,2025-04-03,Medellin,ropa,73.01
2775,89,2025-03-26,Bogota,ropa,154.08
2776,70,2025-01-10,Medellin,deportes,18.88
2777,254,2025-12-07,Bogota,mercado,50.01
2778,54,2025-12-12,Bogota,mercado,25.49
2779,263,2025-05-26,Bogota,mercado,131.56
2780,115,2025-07-07,Cali,mercado,13.58
2781,28,2025-09-05,Bogota,hogar,50.86
2782,242,2025-04-01,Bogota,deportes,42.69
2783,195,2025-03-17,Medellin,electronica,386.81
2784,91,2025-10-25,Medellin,hogar,23.31
2785,14,2025-06-15,Bogota,ropa,19.63
2786,151,2025-06-22,Cali,electronica,48.47
2787,309,2025-07-15,Medellin,ropa,83.1
2788,390,2025-03-22,Medellin,ropa,502.76
2789,344,2025-09-06,Barranquilla,electronica,89.9
2790,96,2025-07-01,Medellin,mercado,24.73
2791,12,2025-07-14,Pereira,deportes,8.55
2792,7,2025-01-06,Cali,mercado,45.98
2793,308,2025-02-16,Pereira,electronica,148.9
2794,220,2025-05-05,Bogota,ropa,108.83
2795,156,2025-12-23,Medellin,ropa,14.81
2796,305,2025-07-20,Medellin,ropa,46.08
2797,110,2025-01-21,Bogota,ropa,27.69
2798,178,2025-06-14,Medellin,hogar,20.94
2799,324,2025-08-22,Bogota,ropa,31.43
2800,334,2025-10-17,Medellin,ropa,37.63
2801,98,2025-10-20,Medellin,libros,201.67
2802,126,2025-01-27,Bogota,hogar,132.43
2803,126,2025-06-28,Bogota,ropa,92.33
2804,395,2025-01-16,Bogota,libros,10.77
2805,277,2025-03-17,Medellin,electronica,64.62
2806,2,2025-08-05,Medellin,hogar,209.38
2807,113,2025-03-02,Bogota,electronica,52.66
2808,24,2025-05-07,Barranquilla,ropa,13.22
2809,25,2025-05-03,Bucaramanga,deportes,50.81
2810,384,2025-08-21,Cartagena,mercado,15.64
2811,10,2025-01-27,Medellin,mercado,121.92
2812,137,2025-03-27,Bogota,electronica,273.54
2813,195,2025-06-05,Medellin,electronica,55.58
2814,117,2025-04-17,Bogota,electronica,336.74
2815,273,2025-12-27,Cartagena,ropa,23.71
2816,179,2025-02-10,Cali,electronica,66.66
2817,301,2025-06-28,Medellin,electronica,155.26
2818,103,2025-04-12,Bogota,mercado,139.64
2819,108,2025-09-09,Bucaramanga,hogar,79.35
2820,331,2025-01-19,Bogota,ropa,66.74
2821,5,2025-09-24,Bogota,mercado,167.52
2822,202,2025-03-08,Barranquilla,deportes,354.94
2823,78,2025-05-21,Cali,hogar,192.69
2824,13,2025-08-06,Bogota,electronica,7.89
2825,119,2025-03-17,Medellin,libros,65.88
2826,298,2025-08-12,Cali,mercado,40.52
2827,117,2025-04-26,Medellin,libros,36.75
2828,235,2025-02-17,Cali,electronica,16.15
2829,374,2025-10-10,Medellin,hogar,99.3
2830,82,2025-06-10,Bogota,hogar,89.34
2831,137,2025-05-12,Medellin,libros,23.03
2832,374,2025-01-03,Medellin,hogar,33.84
2833,387,2025-02-27,Bogota,deportes,21.33
2834,396,2025-03-03,Cali,ropa,52.86
2835,374,2025-11-16,Bogota,mercado,105.32
2836,399,2025-01-22,Cali,mercado,9.52
2837,383,2025-06-03,Medellin,mercado,22.1
2838,306,2025-07-17,Barranquilla,deportes,126.4
2839,274,2025-03-07,Medellin,ropa,36.76
2840,67,2025-12-23,Bogota,electronica,15.49
2841,198,2025-04-01,Bogota,libros,45.6
2842,190,2025-06-06,Bogota,electronica,286.91
2843,15,2025-11-22,Cali,deportes,193.37
2844,298,2025-04-04,Barranquilla,juguetes,66.44
2845,236,2025-06-04,Bogota,electronica,508.72
2846,170,2025-05-27,Bogota,mercado,76.92
2847,188,2025-11-23,Bogota,mercado,12.52
2848,143,2025-10-22,Medellin,hogar,63.25
2849,311,2025-05-05,Cali,electronica,463.48
2850,353,2025-10-06,Medellin,mercado,9.22
2851,66,2025-06-16,Bogota,electronica,71.35
2852,390,2025-07-04,Bogota,hogar,41.44
2853,63,2025-07-15,Cali,ropa,390.1
2854,46,2025-02-28,Medellin,electronica,481.33
2855,83,2025-05-01,Bogota,electronica,354.38
2856,230,2025-09-02,Bogota,mercado,45.06
2857,126,2025-07-01,Medellin,mercado,77.84
2858,270,2025-01-27,Bogota,mercado,25.8
2859,317,2025-01-04,Medellin,electronica,1318.69
2860,238,2025-01-25,Bucaramanga,deportes,113.55
2861,140,2025-03-14,Barranquilla,juguetes,41.97
2862,238,2025-08-01,Cali,hogar,10.0
2863,99,2025-05-18,Pereira,mercado,103.29
2864,329,2025-01-20,Bogota,ropa,307.19
2865,205,2025-11-09,Bogota,hogar,80.45
2866,273,2025-07-01,Pereira,mercado,7.55
2867,277,2025-02-17,Medellin,ropa,59.44
2868,261,2025-08-10,Medellin,electronica,174.7
2869,68,2025-01-14,Cartagena,ropa,121.12
2870,89,2025-09-10,Medellin,electronica,1074.81
2871,320,2025-10-05,Barranquilla,mercado,63.92
2872,212,2025-03-15,Bogota,mercado,30.77
2873,262,2025-02-14,Bogota,ropa,86.91
2874,57,2025-08-18,Bogota,deportes,96.92
2875,298,2025-05-13,Barranquilla,ropa,16.97
2876,328,2025-06-06,Pereira,mercado,105.63
2877,274,2025-05-25,Pereira,hogar,46.93
2878,245,2025-11-15,Cali,deportes,77.48
2879,76,2025-03-28,Barranquilla,ropa,139.41
2880,285,2025-06-10,Bogota,hogar,71.26
2881,232,2025-03-02,Bogota,ropa,7.68
2882,341,2025-02-16,Bogota,ropa,344.73
2883,235,2025-01-18,Bogota,mercado,19.29
2884,294,2025-03-04,Medellin,ropa,375.21
2885,385,2025-12-27,Medellin,hogar,51.34
2886,256,2025-03-26,Medellin,ropa,40.41
2887,126,2025-02-13,Medellin,hogar,56.96
2888,398,2025-09-21,Medellin,mercado,40.24
2889,148,2025-10-21,Bogota,mercado,74.62
2890,8,2025-06-12,Bucaramanga,mercado,32.67
2891,257,2025-12-18,Medellin,mercado,78.78
2892,285,2025-04-16,Cartagena,ropa,90.68
2893,198,2025-04-27,Bogota,ropa,5.82
2894,75,2025-12-22,Cali,ropa,180.85
2895,361,2025-04-03,Bogota,juguetes,6.9
2896,245,2025-01-19,Bogota,ropa,9.27
2897,71,2025-11-02,Bucaramanga,ropa,161.98
2898,355,2025-01-09,Bogota,hogar,397.26
2899,188,2025-11-07,Bogota,libros,33.4
2900,301,2025-04-07,Medellin,mercado,42.35
2901,121,2025-03-01,Bogota,electronica,246.07
2902,336,2025-12-08,Medellin,mercado,105.13
2903,190,2025-05-18,Medellin,mercado,48.57
2904,64,2025-09-06,Medellin,ropa,76.86
2905,372,2025-06-13,Cali,electronica,187.01
2906,105,2025-08-03,Medellin,electronica,300.65
2907,364,2025-05-13,Medellin,libros,117.12
2908,300,2025-01-19,Medellin,mercado,36.46
2909,178,2025-07-25,Bucaramanga,electronica,1624.65
2910,182,2025-11-05,Medellin,electronica,387.36
2911,293,2025-02-23,Bucaramanga,mercado,90.69
2912,361,2025-11-07,Cartagena,electronica,931.63
2913,394,2025-11-05,Pereira,mercado,7.17
2914,195,2025-12-08,Cali,mercado,77.43
2915,377,2025-04-13,Medellin,electronica,557.85
2916,339,2025-12-28,Bogota,ropa,6.83
2917,300,2025-04-25,Bogota,juguetes,23.83
2918,313,2025-02-04,Medellin,juguetes,20.9
2919,165,2025-03-23,Medellin,juguetes,7.96
2920,259,2025-01-08,Bogota,mercado,255.95
2921,203,2025-03-16,Bogota,mercado,105.82
2922,203,2025-04-13,Bogota,electronica,47.66
2923,150,2025-02-20,Cali,electronica,789.08
2924,51,2025-09-27,Bogota,mercado,7.65
2925,24,2025-12-18,Bogota,mercado,51.23
2926,104,2025-02-03,Medellin,deportes,197.16
2927,99,2025-09-27,Bucaramanga,electronica,1120.33
2928,303,2025-10-08,Bucaramanga,mercado,137.61
2929,156,2025-02-10,Medellin,electronica,281.19
2930,319,2025-09-06,Medellin,mercado,39.62
2931,158,2025-10-09,Cali,ropa,149.03
2932,107,2025-08-09,Medellin,mercado,45.11
2933,329,2025-11-08,Bogota,electronica,36.04
2934,236,2025-10-25,Cali,mercado,48.55
2935,358,2025-07-23,Bogota,hogar,212.71
2936,106,2025-06-13,Bogota,hogar,960.08
2937,73,2025-07-04,Bogota,ropa,102.12
2938,373,2025-11-15,Cali,deportes,17.48
2939,353,2025-11-12,Pereira,deportes,139.87
2940,91,2025-06-17,Barranquilla,electronica,510.44
2941,212,2025-12-13,Cali,electronica,308.35
2942,154,2025-09-07,Pereira,ropa,34.33
2943,188,2025-07-07,Cali,ropa,65.45
2944,238,2025-04-04,Medellin,mercado,52.18
2945,11,2025-07-28,Cali,juguetes,5.21
2946,69,2025-10-08,Bogota,ropa,200.08
2947,148,2025-10-15,Cali,deportes,77.63
2948,117,2025-10-27,Medellin,electronica,350.89
2949,248,2025-01-11,Cartagena,electronica,135.7
2950,306,2025-03-21,Bogota,mercado,10.25
2951,346,2025-02-14,Bogota,ropa,37.85
2952,150,2025-11-01,Bogota,mercado,91.44
2953,7,2025-12-20,Medellin,juguetes,98.39
2954,198,2025-10-10,Medellin,ropa,353.31
2955,176,2025-02-04,Barranquilla,ropa,165.55
2956,116,2025-10-20,Cali,electronica,334.58
2957,66,2025-10-25,Bogota,electronica,250.07
2958,21,2025-06-10,Cali,hogar,68.82
2959,210,2025-02-01,Cali,ropa,192.69
2960,83,2025-11-18,Barranquilla,ropa,24.29
2961,87,2025-08-08,Bogota,ropa,18.12
2962,398,2025-04-01,Medellin,ropa,221.78
2963,161,2025-11-16,Medellin,hogar,37.45
2964,266,2025-05-18,Barranquilla,ropa,42.64
2965,274,2025-02-08,Bogota,electronica,31.61
2966,333,2025-04-27,Cali,mercado,21.68
2967,13,2025-02-22,Medellin,electronica,65.9
2968,139,2025-12-10,Medellin,electronica,40.05
2969,87,2025-10-16,Bogota,ropa,51.83
2970,178,2025-05-16,Cali,electronica,92.59
2971,144,2025-01-06,Bogota,ropa,77.76
2972,138,2025-08-12,Bogota,deportes,68.41
2973,359,2025-01-20,Medellin,electronica,699.23
2974,26,2025-08-01,Bogota,ropa,116.75
2975,334,2025-07-05,Medellin,libros,64.46
2976,251,2025-10-09,Bogota,deportes,82.63
2977,22,2025-07-28,Cali,ropa,22.24
2978,367,2025-02-09,Bogota,mercado,599.93
2979,222,2025-03-08,Cali,mercado,9.02
2980,74,2025-04-02,Barranquilla,hogar,231.24
2981,201,2025-08-06,Bogota,hogar,14.26
2982,86,2025-08-03,Bogota,ropa,27.03
2983,259,2025-06-14,Bogota,hogar,38.13
2984,93,2025-03-19,Medellin,juguetes,84.49
2985,356,2025-03-22,Medellin,electronica,530.1
2986,35,2025-07-09,Bogota,ropa,7.17
2987,78,2025-08-16,Bogota,libros,18.4
2988,262,2025-05-19,Bogota,electronica,12.36
2989,95,2025-06-22,Bogota,electronica,164.93
2990,365,2025-03-09,Pereira,hogar,295.46
2991,257,2025-02-03,Bogota,ropa,234.62
2992,186,2025-06-25,Medellin,deportes,71.15
2993,315,2025-08-14,Cali,hogar,14.32
2994,270,2025-02-08,Medellin,electronica,146.31
2995,90,2025-09-17,Bogota,mercado,19.17
2996,23,2025-07-28,Medellin,mercado,41.59
2997,326,2025-09-27,Pereira,libros,5.41
2998,247,2025-10-20,Bogota,mercado,124.8
2999,132,2025-12-14,Cali,electronica,109.5
3000,373,2025-08-08,Bogota,deportes,151.39
3001,183,2025-05-08,Medellin,ropa,9.85
3002,165,2025-05-08,Pereira,electronica,577.51
3003,172,2025-03-22,Bogota,hogar,108.21
3004,122,2025-07-17,Bucaramanga,electronica,150.89
3005,289,2025-10-22,Medellin,electronica,70.43
3006,371,2025-05-06,Cali,ropa,43.32
3007,256,2025-11-08,Bogota,electronica,195.86
3008,67,2025-04-25,Bogota,mercado,13.41
3009,236,2025-09-26,Bogota,ropa,51.56
3010,219,2025-10-18,Bogota,mercado,18.78
3011,223,2025-04-02,Medellin,mercado,12.45
3012,110,2025-04-06,Bogota,deportes,59.28
3013,286,2025-09-13,Bogota,ropa,138.85
3014,291,2025-09-17,Bogota,electronica,79.66
3015,232,2025-11-06,Bogota,mercado,56.94
3016,56,2025-08-18,Medellin,ropa,143.38
3017,218,2025-09-02,Bogota,mercado,63.8
3018,343,2025-08-07,Barranquilla,hogar,52.42
3019,163,2025-04-06,Barranquilla,ropa,27.09
3020,192,2025-02-06,Cali,mercado,90.78
3021,122,2025-09-03,Cali,deportes,135.4
3022,127,2025-08-20,Medellin,hogar,233.12
